,Tweet,target,tokenized_tweet,cleaned_tweet
4473,كلب ديوث,-1,كلب ديوث,"['كلب', 'ديوث']"
4474,Rajae rohek yezi rak karahet enas fik maeadch tqoulelna enou sawtek . konet qbal ama tawa . tqoulech mekch khayef Samir mchalaq yaser .w chkounou othman batikh yakhi klamou aqwa klam rabi! Radouk mareoub testahlou,-1,rajae rohek yezi rak karahet enas fik maeadch tqoulelna enou sawtek konet qbal ama tawa tqoulech mekch khayef samir mchalaq yaser chkounou othman batikh yakhi klamou aqwa klam rabi radouk mareoub testahlou,"['rajae', 'rohek', 'yezi', 'rak', 'karahet', 'enas', 'fik', 'maeadch', 'tqoulelna', 'enou', 'sawtek', 'konet', 'qbal', 'ama', 'tawa', 'tqoulech', 'mekch', 'khayef', 'samir', 'mchalaq', 'yaser', 'chkounou', 'othman', 'batikh', 'yakhi', 'klamou', 'aqwa', 'klam', 'rabi', 'radouk', 'mareoub', 'testahlou']"
4475,صدقني نهظمك,-1,صدقني نهظمك,"['صدقني', 'نهظمك']"
4476,وحدك فالوهرة ههها وليد,1,وحدك فالوهرة ههها وليد,"['وحدك', 'فالوهرة', 'ههها', 'وليد']"
4477,حسين الديك شعل لبلاتو الله يبارك وعلی البيبليك احلی جو,1,حسين الديك شعل لبلاتو الله يبارك وعلی البيبليك احلی جو,"['حسين', 'الديك', 'شعل', 'لبلاتو', 'الله', 'يبارك', 'وعلی', 'البيبليك', 'احلی', 'جو']"
4478,Makhybou marzin eosou pfff,-1,makhybou marzin eosou pfff,"['makhybou', 'marzin', 'eosou', 'pfff']"
4479,نور التونسي الأصيل يحبو تونس بالحق شاءالله ديمه حسن احسن,1,نور التونسي الأصيل يحبو تونس بالحق شاءالله ديمه حسن احسن,"['نور', 'التونسي', 'الأصيل', 'يحبو', 'تونس', 'بالحق', 'شاءالله', 'ديمه', 'حسن', 'احسن']"
4481,Maset laset maydhahakech malla mostawayet :'(,-1,maset laset maydhahakech malla mostawayet,"['maset', 'laset', 'maydhahakech', 'malla', 'mostawayet']"
4482,Bravo walid baratli galbi barcha chlyek,1,bravo walid baratli galbi barcha chlyek,"['bravo', 'walid', 'baratli', 'galbi', 'barcha', 'chlyek']"
4483,qadakch bhima maouiaerek .. haltek hlila :-O,-1,qadakch bhima maouiaerek haltek hlila,"['qadakch', 'bhima', 'maouiaerek', 'haltek', 'hlila']"
4484,metchamta fiha testahel hagar ymout dhlil makhyebha wel eib mouch fiha rajelha eli baeetha ldlilek mlak,-1,metchamta fiha testahel hagar ymout dhlil makhyebha wel eib mouch fiha rajelha eli baeetha ldlilek mlak,"['metchamta', 'fiha', 'testahel', 'hagar', 'ymout', 'dhlil', 'makhyebha', 'wel', 'eib', 'mouch', 'fiha', 'rajelha', 'eli', 'baeetha', 'ldlilek', 'mlak']"
4485,Tahfouna barcha,1,tahfouna barcha,"['tahfouna', 'barcha']"
4486,Chakib maset maset maset,-1,chakib maset maset maset,"['chakib', 'maset', 'maset', 'maset']"
4487,جعفور معذبهم زايد معاك ديمة الضحكة موجودة نحبك برشا زدت حبيتك برنامج وحدة بكيتنا برشا فرحتنا برشا برافو ربي معاك,1,جعفور معذبهم زايد معاك ديمة الضحكة موجودة نحبك برشا زدت حبيتك برنامج وحدة بكيتنا برشا فرحتنا برشا برافو ربي معاك,"['جعفور', 'معذبهم', 'زايد', 'معاك', 'ديمة', 'الضحكة', 'موجودة', 'نحبك', 'برشا', 'زدت', 'حبيتك', 'برنامج', 'وحدة', 'بكيتنا', 'برشا', 'فرحتنا', 'برشا', 'برافو', 'ربي', 'معاك']"
4488,hsin dik tbarkallh aelik,1,hsin dik tbarkallh aelik,"['hsin', 'dik', 'tbarkallh', 'aelik']"
4489,ماسط نهضموش وهذاكا علاش البرنامج عادش نتفرج,-1,ماسط نهضموش وهذاكا علاش البرنامج عادش نتفرج,"['ماسط', 'نهضموش', 'وهذاكا', 'علاش', 'البرنامج', 'عادش', 'نتفرج']"
4490,ممثلة ممتازة صاحبة قيم عالية,1,ممثلة ممتازة صاحبة قيم عالية,"['ممثلة', 'ممتازة', 'صاحبة', 'قيم', 'عالية']"
4491,hhhhhhhhhhh malla kaeba <e,-1,hhhhhhhhhhh malla kaeba,"['hhhhhhhhhhh', 'malla', 'kaeba']"
4492,thabel tofla star southaaa yfataq,1,thabel tofla star southaaa yfataq,"['thabel', 'tofla', 'star', 'southaaa', 'yfataq']"
4493,جعفر البارح نتفرجش البرنامج ههه انسان ناجح لأنو صادق العمل يعمل فني إنساني,1,جعفر البارح نتفرجش البرنامج ههه انسان ناجح لأنو صادق العمل يعمل فني إنساني,"['جعفر', 'البارح', 'نتفرجش', 'البرنامج', 'ههه', 'انسان', 'ناجح', 'لأنو', 'صادق', 'العمل', 'يعمل', 'فني', 'إنساني']"
4494,تعجبني برشا عزة,1,تعجبني برشا عزة,"['تعجبني', 'برشا', 'عزة']"
4496,mouch menek menchaerek elli ki qofet fleles hhhhh,-1,mouch menek menchaerek elli ki qofet fleles hhhhh,"['mouch', 'menek', 'menchaerek', 'elli', 'ki', 'qofet', 'fleles', 'hhhhh']"
4497,اكبر منافق,-1,اكبر منافق,"['اكبر', 'منافق']"
4498,هشام الخلصي ثقافة وهرة وأخلاق وخلق والله إنت اكبر فخرلتونس..طلعتلنا المورال برافووووو,1,هشام الخلصي ثقافة وهرة وأخلاق وخلق والله إنت اكبر فخرلتونس طلعتلنا المورال برافووووو,"['هشام', 'الخلصي', 'ثقافة', 'وهرة', 'وأخلاق', 'وخلق', 'والله', 'إنت', 'اكبر', 'فخرلتونس', 'طلعتلنا', 'المورال', 'برافووو']"
4499,Rabi wafqik,1,rabi wafqik,"['rabi', 'wafqik']"
4501,Mamssatha lotf :(,-1,mamssatha lotf,"['mamssatha', 'lotf']"
4502,تجي بيونة تمسطها سامي واتباعه مستوايات منحطة mosmama testehel makyabha Masta walet bsaraha ماصطة لاصطة شي توا يجيكم شكون اندمكم الضحك الناس تفتن بيناتكم انتي البهلول تصدق تكلاشي,-1,تجي بيونة تمسطها سامي واتباعه مستوايات منحطة ماصطة لاصطة شي توا يجيكم شكون اندمكم الضحك الناس تفتن بيناتكم انتي البهلول تصدق تكلاشي,"['تجي', 'بيونة', 'تمسطها', 'سامي', 'واتباعه', 'مستوايات', 'منحطة', 'ماصطة', 'لاصطة', 'شي', 'توا', 'يجيكم', 'شكون', 'اندمكم', 'الضحك', 'الناس', 'تفتن', 'بيناتكم', 'انتي', 'البهلول', 'تصدق', 'تكلاشي']"
4503,مايع ونمطي,-1,مايع ونمطي,"['مايع', 'ونمطي']"
4504,Mwahra tbarkallah mlit leblasa enti 10 m'en chakib,1,mwahra tbarkallah mlit leblasa enti ' en chakib,"['mwahra', 'tbarkallah', 'mlit', 'leblasa', 'enti', ""'"", 'en', 'chakib']"
4505,haha mabldkk sami,-1,haha mabldkk sami,"['haha', 'mabldkk', 'sami']"
4506,nmout eleha,1,nmout eleha,"['nmout', 'eleha']"
4508,grand artiste :*,1,grand artiste,"['grand', 'artiste']"
4510,mhazellllllllllllllllllllll bled dima dakhla hit chaeeb yathhekk sahitoo dima qodamm hakekaa emaltooo learrrr ; zid kharjni admin naqes kan intaa,-1,mhazellllllllllllllllllllll bleed dima dakhla hit chaeeb yathhekk sahitoo dima qodamm hakekaa emaltooo learrrr zid kharjni admin naqes kan intaa,"['mhazellllllllllllllllllllll', 'bleed', 'dima', 'dakhla', 'hit', 'chaeeb', 'yathhekk', 'sahitoo', 'dima', 'qodamm', 'hakekaa', 'emaltooo', 'learrrr', 'zid', 'kharjni', 'admin', 'naqes', 'kan', 'intaa']"
4511,كراكوز ياغربي,-1,كراكوز ياغربي,"['كراكوز', 'ياغربي']"
4513,"شعب منافق""",-1,شعب منافق,"['شعب', 'منافق']"
4514,برامجكم تافهة نسبة المشاهدة مش دليل علی النجاح .حاولوا تتفرجو برامج القنوات العربية توا تعرفوا قداشكم فاشلين بداية الديكور الأزياء الی الأسلوب الحوار النقاش. وقتاش باش تتعلموا!!!,-1,برامجكم تافهة نسبة المشاهدة مش دليل علی النجاح حاولوا تتفرجو برامج القنوات العربية توا تعرفوا قداشكم فاشلين بداية الديكور الأزياء الی الأسلوب الحوار النقاش وقتاش باش تتعلموا,"['برامجكم', 'تافهة', 'نسبة', 'المشاهدة', 'مش', 'دليل', 'علی', 'النجاح', 'حاولوا', 'تتفرجو', 'برامج', 'القنوات', 'العربية', 'توا', 'تعرفوا', 'قداشكم', 'فاشلين', 'بداية', 'الديكور', 'الأزياء', 'الی', 'الأسلوب', 'الحوار', 'النقاش', 'وقتاش', 'باش', 'تتعلموا']"
4515,ماعجبتنبش الدور الحق,-1,ماعجبتنبش الدور الحق,"['ماعجبتنبش', 'الدور', 'الحق']"
4516,Ya khouya mamstou,-1,ya khouya mamstou,"['ya', 'khouya', 'mamstou']"
4517,Ena nmout aeliha hedheka tamthil manohkomch aelih ama fil lahqiqa tahfouna,1,ena nmout aeliha hedheka tamthil manohkomch aelih ama fil lahqiqa tahfouna,"['ena', 'nmout', 'aeliha', 'hedheka', 'tamthil', 'manohkomch', 'aelih', 'ama', 'fil', 'lahqiqa', 'tahfouna']"
4518,والله منور ربي يبارك فيك عرفت تجاوب دولسي الجديد وهاديك ماش رافة زرافة,1,والله منور ربي يبارك فيك عرفت تجاوب دولسي الجديد وهاديك ماش رافة زرافة,"['والله', 'منور', 'ربي', 'يبارك', 'فيك', 'عرفت', 'تجاوب', 'دولسي', 'الجديد', 'وهاديك', 'ماش', 'رافة', 'زرافة']"
4519,Makhyeb rassek,-1,makhyeb rassek,"['makhyeb', 'rassek']"
4520,Laylouchaaaaaaaa mahlek t-habel toqqqqtel toqtel <e,1,laylouchaaaaaaaa mahlek habel toqqqqtel toqtel,"['laylouchaaaaaaaa', 'mahlek', 'habel', 'toqqqqtel', 'toqtel']"
4521,Vraiment motrba waeleha leklem,1,vraiment motrba waeleha leklem,"['vraiment', 'motrba', 'waeleha', 'leklem']"
4522,ممسط عبد منقولش راجل خاطر مش موالمتک مخیب راسک,-1,ممسط عبد منقولش راجل خاطر مش موالمتک مخیب راسک,"['ممسط', 'عبد', 'منقولش', 'راجل', 'خاطر', 'مش', 'موالمتک', 'مخیب', 'راسک']"
4523,hlouwa tiejibni,1,hlouwa tiejibni,"['hlouwa', 'tiejibni']"
4524,أحسن الحلقات اللي تفرجت ...يرحم ميمتك علاء يفرحك كيما فرحت بنيتها ...,1,أحسن الحلقات اللي تفرجت يرحم ميمتك علاء يفرحك كيما فرحت بنيتها,"['أحسن', 'الحلقات', 'اللي', 'تفرجت', 'يرحم', 'ميمتك', 'علاء', 'يفرحك', 'كيما', 'فرحت', 'بنيتها']"
4525,Barcha fdhyah,-1,barcha fdhyah,"['barcha', 'fdhyah']"
4526,احلى نجوم احلى امين :*,1,احلى نجوم احلى امين,"['احلى', 'نجوم', 'احلى', 'امين']"
4527,معلم بندير,1,معلم بندير,"['معلم', 'بندير']"
4528,صوت روعههههههههه برافوووو اميمه انشالله بالتوفيق,1,صوت روعههههههههه برافوووو اميمه انشالله بالتوفيق,"['صوت', 'روعههه', 'برافووو', 'اميمه', 'انشالله', 'بالتوفيق']"
4529,يحترم يقبلش الفدلكه كيفاه يجي فكاهي مش فاهمة,-1,يحترم يقبلش الفدلكه كيفاه يجي فكاهي مش فاهمة,"['يحترم', 'يقبلش', 'الفدلكه', 'كيفاه', 'يجي', 'فكاهي', 'مش', 'فاهمة']"
4532,Nhibou barcha nehtarmou,-1,nhibou barcha nehtarmou,"['nhibou', 'barcha', 'nehtarmou']"
4534,الشيب العيب,-1,الشيب العيب,"['الشيب', 'العيب']"
4536,يااااااسر ماسط ........من محمد النهدي لمحمد الجبالي وبندرمان ......ربي يخفف علينا,-1,يااااااسر ماسط من محمد النهدي لمحمد الجبالي وبندرمان ربي يخفف علينا,"['ياااسر', 'ماسط', 'من', 'محمد', 'النهدي', 'لمحمد', 'الجبالي', 'وبندرمان', 'ربي', 'يخفف', 'علينا']"
4538,زينة زينة,1,زينة زينة,"['زينة', 'زينة']"
4539,معلم بنديرمان,1,معلم بنديرمان,"['معلم', 'بنديرمان']"
4540,khamej qlil ettorbia naoufel amset makhlouq,-1,khamej qlil ettorbia naoufel amset makhlouq,"['khamej', 'qlil', 'ettorbia', 'naoufel', 'amset', 'makhlouq']"
4541,yeejebni...ensen mohaaayed mouch ki laslalae,1,yeejebni ensen mohaaayed mouch ki laslalae,"['yeejebni', 'ensen', 'mohaaayed', 'mouch', 'ki', 'laslalae']"
4542,tbarkala elik mayssa wassel wenchalah rabi meak,1,tbarkala elik mayssa wassel wenchalah rabi meak,"['tbarkala', 'elik', 'mayssa', 'wassel', 'wenchalah', 'rabi', 'meak']"
4543,مريض نفسي والناس لكل تكرهك مقداد تافه,-1,مريض نفسي والناس لكل تكرهك مقداد تافه,"['مريض', 'نفسي', 'والناس', 'لكل', 'تكرهك', 'مقداد', 'تافه']"
4544,Bravoo amin,1,bravoo amin,"['bravoo', 'amin']"
4545,مسخ كلب ...طحان التجمع,-1,مسخ كلب طحان التجمع,"['مسخ', 'كلب', 'طحان', 'التجمع']"
4546,المذيع ظهرلي مُتَخلَّق برشة عُبَّاد كانوا موجودين,1,المذيع ظهرلي خل برشة اد كانوا موجودين,"['المذيع', 'ظهرلي', 'خل', 'برشة', 'اد', 'كانوا', 'موجودين']"
4547,الخفّاش منذر قفراش المهرّج رجّعهونّا شخصية وطنيّة قحب طرطور تافه Masta ماسط، ماسط، ماسط....... الصراحة...فسدتها خميسة,-1,الخف اش منذر قفراش المهر رج عهون شخصية وطني قحب طرطور تافه ماسط ماسط ماسط الصراحة فسدتها خميسة,"['الخف', 'اش', 'منذر', 'قفراش', 'المهر', 'رج', 'عهون', 'شخصية', 'وطني', 'قحب', 'طرطور', 'تافه', 'ماسط', 'ماسط', 'ماسط', 'الصراحة', 'فسدتها', 'خميسة']"
4549,ياسر بليد سايب الطفل حمزة وجهو أحمر,-1,ياسر بليد سايب الطفل حمزة وجهو أحمر,"['ياسر', 'بليد', 'سايب', 'الطفل', 'حمزة', 'وجهو', 'أحمر']"
4550,Bravo walid tounsi baredtli qalbi,1,bravo walid tounsi baredtli qalbi,"['bravo', 'walid', 'tounsi', 'baredtli', 'qalbi']"
4551,Yeserr tbaleiiit,-1,yeserr tbaleiiit,"['yeserr', 'tbaleiiit']"
4553,Rana fadina woooooh,-1,rana fadina woooooh,"['rana', 'fadina', 'woooooh']"
4554,تفووووو عليكم خماج,-1,تفووووو عليكم خماج,"['تفووو', 'عليكم', 'خماج']"
4556,الرقاصة يدلي بدلوه شان القاضي احمد الرحموني !!!!عاهرة تتكلم الشرف !!!!,-1,الرقاصة يدلي بدلوه شان القاضي احمد الرحموني عاهرة تتكلم الشرف,"['الرقاصة', 'يدلي', 'بدلوه', 'شان', 'القاضي', 'احمد', 'الرحموني', 'عاهرة', 'تتكلم', 'الشرف']"
4557,شيخ افتخر ربي يبارك فيك عبد الفتاح ربي يفتح,1,شيخ افتخر ربي يبارك فيك عبد الفتاح ربي يفتح,"['شيخ', 'افتخر', 'ربي', 'يبارك', 'فيك', 'عبد', 'الفتاح', 'ربي', 'يفتح']"
4558,حاجة خايبة كلام الناس القصورى عار تونس أتحداكم تعديو كلامى,-1,حاجة خايبة كلام الناس القصورى عار تونس أتحداكم تعديو كلامى,"['حاجة', 'خايبة', 'كلام', 'الناس', 'القصورى', 'عار', 'تونس', 'أتحداكم', 'تعديو', 'كلامى']"
4560,Mamstou mayji chay,-1,mamstou mayji chay,"['mamstou', 'mayji', 'chay']"
4561,tefhin barch,-1,tefhin barch,"['tefhin', 'barch']"
4562,برافو والله بردلي قلبي .تونس بلد مسلم#,1,برافو والله بردلي قلبي تونس بلد مسلم,"['برافو', 'والله', 'بردلي', 'قلبي', 'تونس', 'بلد', 'مسلم']"
4564,حيوان وليس انسان الشهادة ماشهدش .,-1,حيوان وليس انسان الشهادة ماشهدش,"['حيوان', 'وليس', 'انسان', 'الشهادة', 'ماشهدش']"
4567,Ahla maset laset amin,-1,ahla maset laset amin,"['ahla', 'maset', 'laset', 'amin']"
4569,nansaha kan temchi taeml haja khir tfffih,-1,nansaha kan temchi taeml haja khir tfffih,"['nansaha', 'kan', 'temchi', 'taeml', 'haja', 'khir', 'tfffih']"
4571,وحدك لوهرة زورو,1,وحدك لوهرة زورو,"['وحدك', 'لوهرة', 'زورو']"
4572,mnawer walid,1,mnawer walid,"['mnawer', 'walid']"
4573,نتفرج الحثالة بقيت نتخيل حالة امو بوه لاني اعتقد الاحساس بموت الابن ألما بكثير الاحساس بفقد الرجولة مجتمعنا الشرقي ..... معالجة القضايا بلاتوهات الاذاعات اتفق تحليل لطفي العماري,-1,نتفرج الحثالة بقيت نتخيل حالة امو بوه لاني اعتقد الاحساس بموت الابن ألما بكثير الاحساس بفقد الرجولة مجتمعنا الشرقي معالجة القضايا بلاتوهات الاذاعات اتفق تحليل لطفي العماري,"['نتفرج', 'الحثالة', 'بقيت', 'نتخيل', 'حالة', 'امو', 'بوه', 'لاني', 'اعتقد', 'الاحساس', 'بموت', 'الابن', 'ألما', 'بكثير', 'الاحساس', 'بفقد', 'الرجولة', 'مجتمعنا', 'الشرقي', 'معالجة', 'القضايا', 'بلاتوهات', 'الاذاعات', 'اتفق', 'تحليل', 'لطفي', 'العماري']"
4574,جعفور معادش منك برشا البلاد,1,جعفور معادش منك برشا البلاد,"['جعفور', 'معادش', 'منك', 'برشا', 'البلاد']"
4575,راك ماسط رزين تجيش منشط,-1,راك ماسط رزين تجيش منشط,"['راك', 'ماسط', 'رزين', 'تجيش', 'منشط']"
4576,ملّة سهرية اليلة، شكيب زيدو محرزية.. أووووووفف,-1,مل سهرية اليلة شكيب زيدو محرزية أووووووفف,"['مل', 'سهرية', 'اليلة', 'شكيب', 'زيدو', 'محرزية', 'أوووفف']"
4577,rajeeeeeel walid :*,1,rajeeeeeel walid,"['rajeeeeeel', 'walid']"
4578,ملا فاصلة,-1,ملا فاصلة,"['ملا', 'فاصلة']"
4579,Wallah maalem wahdek jaafour,1,wallah maalem wahdek jaafour,"['wallah', 'maalem', 'wahdek', 'jaafour']"
4580,layla echebi oqtolhom bdem bered,1,layla echebi oqtolhom bdem bered,"['layla', 'echebi', 'oqtolhom', 'bdem', 'bered']"
4581,احترامي رؤوف. .يزداد تقديري اطﻻلة ....الفنان ﻻ يناقش قضايا شعبه ﻻ يستحق فنانا,1,احترامي رؤوف يزداد تقديري اط لة الفنان يناقش قضايا شعبه يستحق فنانا,"['احترامي', 'رؤوف', 'يزداد', 'تقديري', 'اط', 'لة', 'الفنان', 'يناقش', 'قضايا', 'شعبه', 'يستحق', 'فنانا']"
4582,ماسط ... ماصطه لاسطه مسلسل تافه,-1,ماسط ماصطه لاسطه مسلسل تافه,"['ماسط', 'ماصطه', 'لاسطه', 'مسلسل', 'تافه']"
4583,الكوميديا ماتواتيكش شد الدرامة ربي معاك,-1,الكوميديا ماتواتيكش شد الدرامة ربي معاك,"['الكوميديا', 'ماتواتيكش', 'شد', 'الدرامة', 'ربي', 'معاك']"
4584,هههه تهبل,1,هههه تهبل,"['ههه', 'تهبل']"
4585,مصاطة ولساطة تقطر اصل,-1,مصاطة ولساطة تقطر اصل,"['مصاطة', 'ولساطة', 'تقطر', 'اصل']"
4586,Bravoooo walid meelem,1,bravoooo walid meelem,"['bravoooo', 'walid', 'meelem']"
4587,khkhkhkhkhkhkhkhkhkhkhkhkhkhkhkhkhit wakahaw,-1,khkhkhkhkhkhkhkhkhkhkhkhkhkhkhkhkhit wakahaw,"['khkhkhkhkhkhkhkhkhkhkhkhkhkhkhkhkhit', 'wakahaw']"
4588,بصراحة بلاتواتنا بدات مهزلة ماتفهم شيء ديما هوما يتنابرو حنا مافهمين شيء هالحالة وزير يوصل الها الدرجة سامحني ماعادش سياسة ..,-1,بصراحة بلاتواتنا بدات مهزلة ماتفهم شيء ديما هوما يتنابرو حنا مافهمين شيء هالحالة وزير يوصل الها الدرجة سامحني ماعادش سياسة,"['بصراحة', 'بلاتواتنا', 'بدات', 'مهزلة', 'ماتفهم', 'شيء', 'ديما', 'هوما', 'يتنابرو', 'حنا', 'مافهمين', 'شيء', 'هالحالة', 'وزير', 'يوصل', 'الها', 'الدرجة', 'سامحني', 'ماعادش', 'سياسة']"
4589,WAHDAK YA AMIN,1,wahdak ya amin,"['wahdak', 'ya', 'amin']"
4590,والله لقد صدق قالها اعلام العار وستظلون اعلام العار,-1,والله لقد صدق قالها اعلام العار وستظلون اعلام العار,"['والله', 'لقد', 'صدق', 'قالها', 'اعلام', 'العار', 'وستظلون', 'اعلام', 'العار']"
4591,amset makhlouq denya :poop: :poop:,-1,amset makhlouq denya poop poop,"['amset', 'makhlouq', 'denya', 'poop', 'poop']"
4592,صوت بصراحة روعة,1,صوت بصراحة روعة,"['صوت', 'بصراحة', 'روعة']"
4593,عبد الفتاح نحبوك نحترموك,1,عبد الفتاح نحبوك نحترموك,"['عبد', 'الفتاح', 'نحبوك', 'نحترموك']"
4594,"لسان قوله يقول : كيدهن عظيم qellet torbya !! القناة تكلم نبيل معلول وسب وتكلم كثيرون الطحانة وسبوا.بلاد طحين...... ealll hittt yaser Ti bari rawhi gotlik bari rawhi mabldik pffffffff moqdad eshili akbar maskhra choftha hyeti milla jabri ech yahsab rouhou pfffff kol manrah nbadl qanet manhch :p مخيب منظرك دقعد روح يعتك نخية نصك الحق مش فيك اللي جايبك التلفزة حجورات النساء تييييييييبببت ربت صدام حسين وبورقيبة وعمر المختار والدغباجي فاين هؤلاء ايها الابله Yesser tgoeir mahaqhech fan mta bléda qilat hyé ejul mta taw فعلا قمة الفسق تڨول كلب ستاف !، Birasmi khayba wziiid هادى امراة مجنونه Wahhed miboun hadka كلنا يعلم أولاد مفيدة وحكايات تونسية اباحية وجرأة ووقاحة أغنية نجلا ومناقشة الموضوع قناة سامي الفهري يصبح شبيه بإلقاء محاضرة الشرف ماخور Mamstouuu memergouu, yaemél jéri ! Sakhafni bder :'( Masta eallekher madhabina meach nchoufouk mandherha TV..... كثرت وصاووك كشاكشك طالعة وانت تدافع الترويكا وبطبيعة الحال نهضتك اللي خربت البلاد emali jayér mamstqom zahy امريظ.ربي.ايفرج.علبه ممسطك صبر ياربى كرهتها تصويرة حلوة تجمع ثعلوبة تونسية ماكرة كلب عربي ناتن ههههههه mamset din weldikom nawfel lebsal راااك ماااسط والله لبلاد مدخلت حيط بامثالك #قابسيةومايمثلنيش Nnn maejabnich felaqta heki yeeser qilt hya العيب موش فيك فلي يعيطلك مقداد واقي Barcha riq qelet hyé Mskinaaa inesss hata fil mousalselll zharhaaa mqawedddd mala farkhkhkhkhkh yemchi yedfenn rohou bel hyiiiiiiii mech kherrrrrrrrrrr pffffffffffffffffffffffffffffffffffffffffffffff داعشي Kamcha khmaj حسبي الله ونعم الوكيل لاحول بالله صلاح انتهى الثورة. كثرو وتحسو ماعادش طبيعي والصحافين مصاصين دماء إمرأة رهدن Masset y'a nami :D mamstek Maaaasit انسان جاهل متخلف ابرز هيواياتوالتلحيس هزان الطحين وزيد عندو الوبنى قفلة الصباط نلوم عليكم انتم جايبين رخيص خامج كيفوا رواية",-1,لسان قوله يقول كيدهن عظيم القناة تكلم نبيل معلول وسب وتكلم كثيرون الطحانة وسبوا بلاد طحين مخيب منظرك دقعد روح يعتك نخية نصك الحق مش فيك اللي جايبك التلفزة حجورات النساء تييييييييبببت ربت صدام حسين وبورقيبة وعمر المختار والدغباجي فاين هؤلاء ايها الابله فعلا قمة الفسق تڨول كلب ستاف هادى امراة مجنونه كلنا يعلم أولاد مفيدة وحكايات تونسية اباحية وجرأة ووقاحة أغنية نجلا ومناقشة الموضوع قناة سامي الفهري يصبح شبيه بإلقاء محاضرة الشرف ماخور كثرت وصاووك كشاكشك طالعة وانت تدافع الترويكا وبطبيعة الحال نهضتك اللي خربت البلاد امريظ ربي ايفرج علبه ممسطك صبر ياربى كرهتها تصويرة حلوة تجمع ثعلوبة تونسية ماكرة كلب عربي ناتن ههههههه راااك ماااسط والله لبلاد مدخلت حيط بامثالك قابسيةومايمثلنيش العيب موش فيك فلي يعيطلك مقداد واقي داعشي حسبي الله ونعم الوكيل لاحول بالله صلاح انتهى الثورة كثرو وتحسو ماعادش طبيعي والصحافين مصاصين دماء إمرأة رهدن انسان جاهل متخلف ابرز هيواياتوالتلحيس هزان الطحين وزيد عندو الوبنى قفلة الصباط نلوم عليكم انتم جايبين رخيص خامج كيفوا رواية,"['لسان', 'قوله', 'يقول', 'كيدهن', 'عظيم', 'القناة', 'تكلم', 'نبيل', 'معلول', 'وسب', 'وتكلم', 'كثيرون', 'الطحانة', 'وسبوا', 'بلاد', 'طحين', 'مخيب', 'منظرك', 'دقعد', 'روح', 'يعتك', 'نخية', 'نصك', 'الحق', 'مش', 'فيك', 'اللي', 'جايبك', 'التلفزة', 'حجورات', 'النساء', 'تيييبببت', 'ربت', 'صدام', 'حسين', 'وبورقيبة', 'وعمر', 'المختار', 'والدغباجي', 'فاين', 'هؤلاء', 'ايها', 'الابله', 'فعلا', 'قمة', 'الفسق', 'تڨول', 'كلب', 'ستاف', 'هادى', 'امراة', 'مجنونه', 'كلنا', 'يعلم', 'أولاد', 'مفيدة', 'وحكايات', 'تونسية', 'اباحية', 'وجرأة', 'ووقاحة', 'أغنية', 'نجلا', 'ومناقشة', 'الموضوع', 'قناة', 'سامي', 'الفهري', 'يصبح', 'شبيه', 'بإلقاء', 'محاضرة', 'الشرف', 'ماخور', 'كثرت', 'وصاووك', 'كشاكشك', 'طالعة', 'وانت', 'تدافع', 'الترويكا', 'وبطبيعة', 'الحال', 'نهضتك', 'اللي', 'خربت', 'البلاد', 'امريظ', 'ربي', 'ايفرج', 'علبه', 'ممسطك', 'صبر', 'ياربى', 'كرهتها', 'تصويرة', 'حلوة', 'تجمع', 'ثعلوبة', 'تونسية', 'ماكرة', 'كلب', 'عربي', 'ناتن', 'ههه', 'راااك', 'ماااسط', 'والله', 'لبلاد', 'مدخلت', 'حيط', 'بامثالك', 'قابسيةومايمثلنيش', 'العيب', 'موش', 'فيك', 'فلي', 'يعيطلك', 'مقداد', 'واقي', 'داعشي', 'حسبي', 'الله', 'ونعم', 'الوكيل', 'لاحول', 'بالله', 'صلاح', 'انتهى', 'الثورة', 'كثرو', 'وتحسو', 'ماعادش', 'طبيعي', 'والصحافين', 'مصاصين', 'دماء', 'إمرأة', 'رهدن', 'انسان', 'جاهل', 'متخلف', 'ابرز', 'هيواياتوالتلحيس', 'هزان', 'الطحين', 'وزيد', 'عندو', 'الوبنى', 'قفلة', 'الصباط', 'نلوم', 'عليكم', 'انتم', 'جايبين', 'رخيص', 'خامج', 'كيفوا', 'رواية']"
4595,دخلتو بمساطة ،والله قداش نكرهو,-1,دخلتو بمساطة والله قداش نكرهو,"['دخلتو', 'بمساطة', 'والله', 'قداش', 'نكرهو']"
