,Tweet,target,tokenized_tweet,cleaned_tweet
4062,ماكنتش متخيل إعادة نشر تعريفات الجاموس المحيط تويتر بيخليها تنتشر كده إني كاتبها a00kh ومابعدهكل هانزل شوية كده بإذن الله,-1,ماكنتش متخيل إعادة نشر تعريفات الجاموس المحيط تويتر بيخليها تنتشر كده إني كاتبها ومابعدهكل هانزل شوية كده بإذن الله,"['ماكنتش', 'متخيل', 'إعادة', 'نشر', 'تعريفات', 'الجاموس', 'المحيط', 'تويتر', 'بيخليها', 'تنتشر', 'كده', 'إني', 'كاتبها', 'ومابعدهكل', 'هانزل', 'شوية', 'كده', 'بإذن', 'الله']"
4063,عنان دفاع جوي دايما رئيس الاركان مشاة مدفعية الله يرحمك ابو غزالة، عبقري المدفعية القرن العشرين,1,عنان دفاع جوي دايما رئيس الاركان مشاة مدفعية الله يرحمك ابو غزالة عبقري المدفعية القرن العشرين,"['عنان', 'دفاع', 'جوي', 'دايما', 'رئيس', 'الاركان', 'مشاة', 'مدفعية', 'الله', 'يرحمك', 'ابو', 'غزالة', 'عبقري', 'المدفعية', 'القرن', 'العشرين']"
4064,"""RT @aghNews__: مندوب الصين مجلس الأمن: حل الأزمة #سوريا القضاء التنظيمات الإرهابية . #داعش #النصرة #جيش الفتح #احرار…""",1,مندوب الصين مجلس الأمن حل الأزمة سوريا القضاء التنظيمات الإرهابية داعش النصرة جيش الفتح احرار,"['مندوب', 'الصين', 'مجلس', 'الأمن', 'حل', 'الأزمة', 'سوريا', 'القضاء', 'التنظيمات', 'الإرهابية', 'داعش', 'النصرة', 'جيش', 'الفتح', 'احرار']"
4065,يدعون الثورة العظيمة هى انقلاب عسكرى يجهلون يكذبون وفى الحالتين يهينون الشعب المصرى ويستهينون بتضحياته وبدم شهدائهم الأبرار,1,يدعون الثورة العظيمة هى انقلاب عسكرى يجهلون يكذبون وفى الحالتين يهينون الشعب المصرى ويستهينون بتضحياته وبدم شهدائهم الأبرار,"['يدعون', 'الثورة', 'العظيمة', 'هى', 'انقلاب', 'عسكرى', 'يجهلون', 'يكذبون', 'وفى', 'الحالتين', 'يهينون', 'الشعب', 'المصرى', 'ويستهينون', 'بتضحياته', 'وبدم', 'شهدائهم', 'الأبرار']"
4066,"""للزواج ارمــــــلة مقيمة جاده تقبل التعدد https://t.co/ghouiRHuYbbXe""",1,للزواج ارمــــــلة مقيمة جاده تقبل التعدد,"['للزواج', 'ارمـــلة', 'مقيمة', 'جاده', 'تقبل', 'التعدد']"
4067,"""وسائل الإعلام الصينية توجه تحذيرًا صارمًا لترامب #ترامب #الصين https://t.co/RJVNMkiSCj https://t.co/riahmmhkhkhV""",-1,وسائل الإعلام الصينية توجه تحذير صارم لترامب ترامب الصين,"['وسائل', 'الإعلام', 'الصينية', 'توجه', 'تحذير', 'صارم', 'لترامب', 'ترامب', 'الصين']"
4068,"وأصبح تفجير البيوت وحرق عشش الفقراء ""أعمال قتالية"" نظر الجيش المصري ! #سيناء #مصر #",-1,وأصبح تفجير البيوت وحرق عشش الفقراء أعمال قتالية نظر الجيش المصري سيناء مصر,"['وأصبح', 'تفجير', 'البيوت', 'وحرق', 'عشش', 'الفقراء', 'أعمال', 'قتالية', 'نظر', 'الجيش', 'المصري', 'سيناء', 'مصر']"
4069,"""فتحت فيسبوك تاني رجعت اشوف سرطان جروبس البنات 😊""",1,فتحت فيسبوك تاني رجعت اشوف سرطان جروبس البنات,"['فتحت', 'فيسبوك', 'تاني', 'رجعت', 'اشوف', 'سرطان', 'جروبس', 'البنات']"
4070,"""RT @al_tawalah: #شرك_الرافضه_في_عاشوراهذا دين شرق أوسط أمريكا الجديد تحاول تثبيته المنطقة بدل دين الإسلام الحضاري..!🔞👇 https:/…""",-1,شرك الرافضه في عاشوراهذا دين شرق أوسط أمريكا الجديد تحاول تثبيته المنطقة بدل دين الإسلام الحضاري,"['شرك', 'الرافضه', 'في', 'عاشوراهذا', 'دين', 'شرق', 'أوسط', 'أمريكا', 'الجديد', 'تحاول', 'تثبيته', 'المنطقة', 'بدل', 'دين', 'الإسلام', 'الحضاري']"
4071,"""@REAMa_sa العيب نقول داعش تمثل السنه تقتل اخوننا حزب الله الحجاز يمثل الشيعيه يقاتلنا الاٍرهاب دين مذهب له""",-1,العيب نقول داعش تمثل السنه تقتل اخوننا حزب الله الحجاز يمثل الشيعيه يقاتلنا الا رهاب دين مذهب له,"['العيب', 'نقول', 'داعش', 'تمثل', 'السنه', 'تقتل', 'اخوننا', 'حزب', 'الله', 'الحجاز', 'يمثل', 'الشيعيه', 'يقاتلنا', 'الا', 'رهاب', 'دين', 'مذهب', 'له']"
4072,"""RT @abo_naasseerr: #اهل_الذوق_للدعم#قروب_جنون_للدعم#عبير_للدعم ياراقدا والفجر ينتحب الدمع عينيه ينسكب ألم تسمع الأنباءَ حلبٍ ؟د…""",-1,اهل الذوق للدعم قروب جنون للدعم عبير للدعم ياراقدا والفجر ينتحب الدمع عينيه ينسكب ألم تسمع الأنباء حلب,"['اهل', 'الذوق', 'للدعم', 'قروب', 'جنون', 'للدعم', 'عبير', 'للدعم', 'ياراقدا', 'والفجر', 'ينتحب', 'الدمع', 'عينيه', 'ينسكب', 'ألم', 'تسمع', 'الأنباء', 'حلب']"
4073,"""لماذا جبنة #كيري مربعة ليست مثلثة""",1,لماذا جبنة كيري مربعة ليست مثلثة,"['لماذا', 'جبنة', 'كيري', 'مربعة', 'ليست', 'مثلثة']"
4074,"""RT @abood_RF_itti: أسطوره يشجع أسطوره 👏🏻مايكل جوردان يبتسم ويصفق روجر 😩❤️كانت حلوه 😔💔.#روجر_فيدرر . https://t.co/JcGQpghU6Ki""",1,أسطوره يشجع أسطوره مايكل جوردان يبتسم ويصفق روجر كانت حلوه روجر فيدرر,"['أسطوره', 'يشجع', 'أسطوره', 'مايكل', 'جوردان', 'يبتسم', 'ويصفق', 'روجر', 'كانت', 'حلوه', 'روجر', 'فيدرر']"
4076,"""جوجل بيقول اتفق يخضك اتفرج فيلم رعب 😀😀أ""",1,جوجل بيقول اتفق يخضك اتفرج فيلم رعب,"['جوجل', 'بيقول', 'اتفق', 'يخضك', 'اتفرج', 'فيلم', 'رعب']"
4077,"""""النظام السوري يريد يعترف بأن حدود للبنان، يريد يعترف بأن لبنان ولن جزءا سوريا!"". #جبران_تويني #استقلاليات""",-1,النظام السوري يريد يعترف بأن حدود للبنان يريد يعترف بأن لبنان ولن جزءا سوريا جبران تويني استقلاليات,"['النظام', 'السوري', 'يريد', 'يعترف', 'بأن', 'حدود', 'للبنان', 'يريد', 'يعترف', 'بأن', 'لبنان', 'ولن', 'جزءا', 'سوريا', 'جبران', 'تويني', 'استقلاليات']"
4078,"""الله يخلي هالضحكة وصاحبتها 😍😍😍😍💗💗💗💗💗🙏🙏 @nadinenjeim #nadinenassibnjeim #nnn #star #actress #نادين_نسيب_نجيم… https://t.co/eKMkhuDhouixJ""",1,الله يخلي هالضحكة وصاحبتها نادين نسيب نجيم,"['الله', 'يخلي', 'هالضحكة', 'وصاحبتها', 'نادين', 'نسيب', 'نجيم']"
4079,"""لاحظوا حماقة الصحفي:*على الطريقة الجزائرية .. أنور عشقي: القوات السعودية أنقذت سوريا الصهاينة* https://t.co/twknGr0gdO @""",-1,لاحظوا حماقة الصحفي على الطريقة الجزائرية أنور عشقي القوات السعودية أنقذت سوريا الصهاينة,"['لاحظوا', 'حماقة', 'الصحفي', 'على', 'الطريقة', 'الجزائرية', 'أنور', 'عشقي', 'القوات', 'السعودية', 'أنقذت', 'سوريا', 'الصهاينة']"
4080,"""ضل حدا عمل #MannequinChallenge !!!!""",1,ضل حدا عمل,"['ضل', 'حدا', 'عمل']"
4081,"""دعا المجتمع الدولي رفضها.. «البرلمان العربي» يدين التصريحات الإيرانية «العدوانية» اليمن والبحرين https://t.co/vFeNsW0YJT""",-1,دعا المجتمع الدولي رفضها البرلمان العربي يدين التصريحات الإيرانية العدوانية اليمن والبحرين,"['دعا', 'المجتمع', 'الدولي', 'رفضها', 'البرلمان', 'العربي', 'يدين', 'التصريحات', 'الإيرانية', 'العدوانية', 'اليمن', 'والبحرين']"
4082,قنبلة موقوتة استمر تطبيق قانون الطوارىء خاطر بالانفجار,-1,قنبلة موقوتة استمر تطبيق قانون الطوارىء خاطر بالانفجار,"['قنبلة', 'موقوتة', 'استمر', 'تطبيق', 'قانون', 'الطوارىء', 'خاطر', 'بالانفجار']"
4083,"""جماعةالوهم والطيبةالحقيرةالمزيفةوينكم تفجيرات الجلاء #بنغازيولاتسمع خروف نص خروف يتكلم عليهمأنتم متفقون الأرهاب وأعداء الوطن.""",-1,جماعةالوهم والطيبةالحقيرةالمزيفةوينكم تفجيرات الجلاء بنغازيولاتسمع خروف نص خروف يتكلم عليهمأنتم متفقون الأرهاب وأعداء الوطن,"['جماعةالوهم', 'والطيبةالحقيرةالمزيفةوينكم', 'تفجيرات', 'الجلاء', 'بنغازيولاتسمع', 'خروف', 'نص', 'خروف', 'يتكلم', 'عليهمأنتم', 'متفقون', 'الأرهاب', 'وأعداء', 'الوطن']"
4084,"""@AbduIrahmanSaud واحنا ضرينا المملكة ايه مواقف موجهة لامريكا وتركيا وداعمين الارهاب ايش دخل السعودية""",1,واحنا ضرينا المملكة ايه مواقف موجهة لامريكا وتركيا وداعمين الارهاب ايش دخل السعودية,"['واحنا', 'ضرينا', 'المملكة', 'ايه', 'مواقف', 'موجهة', 'لامريكا', 'وتركيا', 'وداعمين', 'الارهاب', 'ايش', 'دخل', 'السعودية']"
4085,"""صار موضوع الشواذ اوفر يحطو خبر ""ريكي مارتن"" يخطب حبيبه 😮 معقول عادي لهالدرجة الشواذ 😒 عرش الرحمان يهتز""",-1,صار موضوع الشواذ اوفر يحطو خبر ريكي مارتن يخطب حبيبه معقول عادي لهالدرجة الشواذ عرش الرحمان يهتز,"['صار', 'موضوع', 'الشواذ', 'اوفر', 'يحطو', 'خبر', 'ريكي', 'مارتن', 'يخطب', 'حبيبه', 'معقول', 'عادي', 'لهالدرجة', 'الشواذ', 'عرش', 'الرحمان', 'يهتز']"
4086,"""ان ""سكوت"" العرب ""يبيد"" #حلب أباد ويبيد مدن #العراق #ليبيا #اليمن الأنظمة العميلة #الخليج؟؟#حلب_تباد_بسكوت_العرب؟؟""",-1,ان سكوت العرب يبيد حلب أباد ويبيد مدن العراق ليبيا اليمن الأنظمة العميلة الخليج حلب تباد بسكوت العرب,"['ان', 'سكوت', 'العرب', 'يبيد', 'حلب', 'أباد', 'ويبيد', 'مدن', 'العراق', 'ليبيا', 'اليمن', 'الأنظمة', 'العميلة', 'الخليج', 'حلب', 'تباد', 'بسكوت', 'العرب']"
4087,"""RT @FAlKassim: مراحل حياة شحنة ..موقع أمازون ..https://t.co/louG0fXoea""",1,مراحل حياة شحنة موقع أمازون,"['مراحل', 'حياة', 'شحنة', 'موقع', 'أمازون']"
4088,"""#اليمن بيان جمهوري يطالب أوباما برد حاسم الحوثيين: وزارة الدفاع الأمريكية (البنتاغون) أشارت إلى… https://t.co/yiKIqLVEUx #التحرير_موعدنا""",1,اليمن بيان جمهوري يطالب أوباما برد حاسم الحوثيين وزارة الدفاع الأمريكية البنتاغون أشارت إلى التحرير موعدنا,"['اليمن', 'بيان', 'جمهوري', 'يطالب', 'أوباما', 'برد', 'حاسم', 'الحوثيين', 'وزارة', 'الدفاع', 'الأمريكية', 'البنتاغون', 'أشارت', 'إلى', 'التحرير', 'موعدنا']"
4089,"""مقال رائع للصحفي @mareba00q احمد عايض كذبة اعتذار #كيري لــ #هادي وكذبه متحدث @USAbilAraby واعلان الهدنةhttps://t.co/sJPJCmKRaB""",1,مقال رائع للصحفي احمد عايض كذبة اعتذار كيري لــ هادي وكذبه متحدث واعلان الهدنة,"['مقال', 'رائع', 'للصحفي', 'احمد', 'عايض', 'كذبة', 'اعتذار', 'كيري', 'لــ', 'هادي', 'وكذبه', 'متحدث', 'واعلان', 'الهدنة']"
4090,تجعلوا الناموسة فيل الإخوان تنظيم منتهي,-1,تجعلوا الناموسة فيل الإخوان تنظيم منتهي,"['تجعلوا', 'الناموسة', 'فيل', 'الإخوان', 'تنظيم', 'منتهي']"
4091,"""#SuperMarioRun فقيرة مسكينة!!! مايمدي اجمع Toads اضيعهم 😂😂😂""",-1,فقيرة مسكينة مايمدي اجمع اضيعهم,"['فقيرة', 'مسكينة', 'مايمدي', 'اجمع', 'اضيعهم']"
4092,"""#عاجل :#عرسال :عاصفة ثلجية تهدد حياة الالاف النازحين السوريين منطقة #عرسال. #ماسة_الثورة_السورية""",-1,عاجل عرسال عاصفة ثلجية تهدد حياة الالاف النازحين السوريين منطقة عرسال ماسة الثورة السورية,"['عاجل', 'عرسال', 'عاصفة', 'ثلجية', 'تهدد', 'حياة', 'الالاف', 'النازحين', 'السوريين', 'منطقة', 'عرسال', 'ماسة', 'الثورة', 'السورية']"
4093,"""RT @RevSons: #بلحه_نيته_سوده دراسة إسرائيلية: السيسي يسعى لإدماج إسرائيل المتطقة العربية https://t.co/tqvpPYwudk""",-1,بلحه نيته سوده دراسة إسرائيلية السيسي يسعى لإدماج إسرائيل المتطقة العربية,"['بلحه', 'نيته', 'سوده', 'دراسة', 'إسرائيلية', 'السيسي', 'يسعى', 'لإدماج', 'إسرائيل', 'المتطقة', 'العربية']"
4094,"""@azizahkh60 تسب اناس فيسبوك وممكن يسبوا والديك فتأثم اخوك""",1,تسب اناس فيسبوك وممكن يسبوا والديك فتأثم اخوك,"['تسب', 'اناس', 'فيسبوك', 'وممكن', 'يسبوا', 'والديك', 'فتأثم', 'اخوك']"
4095,"""RT @MohAlkhatieb: غارات روسية مدينة #حلب الآنالقصف يهدأ الليل النهار""",-1,غارات روسية مدينة حلب الآنالقصف يهدأ الليل النهار,"['غارات', 'روسية', 'مدينة', 'حلب', 'الآنالقصف', 'يهدأ', 'الليل', 'النهار']"
4096,"""@EGYPTAIR الخيرعندي تذكرتين اتعملهم check وقررت اغير الحجز وانا خارج مصر ،، ايه الحل ؟ الرحلة اياب عمان القاهرة 1oui/1a ٥ صباحا""",1,الخيرعندي تذكرتين اتعملهم وقررت اغير الحجز وانا خارج مصر ايه الحل الرحلة اياب عمان القاهرة صباحا,"['الخيرعندي', 'تذكرتين', 'اتعملهم', 'وقررت', 'اغير', 'الحجز', 'وانا', 'خارج', 'مصر', 'ايه', 'الحل', 'الرحلة', 'اياب', 'عمان', 'القاهرة', 'صباحا']"
4097,خطورة تصويت الأمن لشفيق تأكد حدوثه سلاح سيتم استعماله الإعادة ليأتي بالنتيجة المرجوة بدون تزوير الصندوق واجبنا نتحقق فورا,-1,خطورة تصويت الأمن لشفيق تأكد حدوثه سلاح سيتم استعماله الإعادة ليأتي بالنتيجة المرجوة بدون تزوير الصندوق واجبنا نتحقق فورا,"['خطورة', 'تصويت', 'الأمن', 'لشفيق', 'تأكد', 'حدوثه', 'سلاح', 'سيتم', 'استعماله', 'الإعادة', 'ليأتي', 'بالنتيجة', 'المرجوة', 'بدون', 'تزوير', 'الصندوق', 'واجبنا', 'نتحقق', 'فورا']"
4098,"""[ فيسبوك ]تحديث BUCKAROO بصورة لكوانغسو نارا الكريسماس ☃️ https://t.co/ClqeybfkGr""",1,فيسبوك تحديث بصورة لكوانغسو نارا الكريسماس,"['فيسبوك', 'تحديث', 'بصورة', 'لكوانغسو', 'نارا', 'الكريسماس']"
4099,"""ملهمش حل العيال دي 😎كليتنا الجميلة القهوة اللي جنبها.#MannequinChallenge https://t.co/RJQkhGcyQekh""",1,ملهمش حل العيال دي كليتنا الجميلة القهوة اللي جنبها,"['ملهمش', 'حل', 'العيال', 'دي', 'كليتنا', 'الجميلة', 'القهوة', 'اللي', 'جنبها']"
4100,الحب اللى بيبقى #النور قدام #ربنا #احلى #بكتر الكلام الموبايل بليل وانك #تستخبى #اهلك,1,الحب اللى بيبقى النور قدام ربنا احلى بكتر الكلام الموبايل بليل وانك تستخبى اهلك,"['الحب', 'اللى', 'بيبقى', 'النور', 'قدام', 'ربنا', 'احلى', 'بكتر', 'الكلام', 'الموبايل', 'بليل', 'وانك', 'تستخبى', 'اهلك']"
4101,"""#الجيش_التركي يشارك مناورات تدريبية قاعدة التدريب التابعة لحلف #الناتو العاصمة الجورجية #تبليسي بمشاركة وا… https://t.co/6DarjgNkQ1""",1,الجيش التركي يشارك مناورات تدريبية قاعدة التدريب التابعة لحلف الناتو العاصمة الجورجية تبليسي بمشاركة وا,"['الجيش', 'التركي', 'يشارك', 'مناورات', 'تدريبية', 'قاعدة', 'التدريب', 'التابعة', 'لحلف', 'الناتو', 'العاصمة', 'الجورجية', 'تبليسي', 'بمشاركة', 'وا']"
4102,السابع كلاب بوليسية لتأمين #امتحانات #عين_شمس #الجامعة: منع دخول المفصولين,-1,السابع كلاب بوليسية لتأمين امتحانات عين شمس الجامعة منع دخول المفصولين,"['السابع', 'كلاب', 'بوليسية', 'لتأمين', 'امتحانات', 'عين', 'شمس', 'الجامعة', 'منع', 'دخول', 'المفصولين']"
4103,"""في رايي الشخصي ... تألق احمد الشيخ المقاصة كدة السنه الجاية الاهلي هيودي ميدو جابر اعارة للمقاصة يأخد احمد الشيخ.... 😂 😂""",1,في رايي الشخصي تألق احمد الشيخ المقاصة كدة السنه الجاية الاهلي هيودي ميدو جابر اعارة للمقاصة يأخد احمد الشيخ,"['في', 'رايي', 'الشخصي', 'تألق', 'احمد', 'الشيخ', 'المقاصة', 'كدة', 'السنه', 'الجاية', 'الاهلي', 'هيودي', 'ميدو', 'جابر', 'اعارة', 'للمقاصة', 'يأخد', 'احمد', 'الشيخ']"
4104,الطريقة الوحيدة لتعبرك فيا أنو تحكيا عالواتس -- #عشنا_وشفنا,-1,الطريقة الوحيدة لتعبرك فيا أنو تحكيا عالواتس عشنا وشفنا,"['الطريقة', 'الوحيدة', 'لتعبرك', 'فيا', 'أنو', 'تحكيا', 'عالواتس', 'عشنا', 'وشفنا']"
4105,#اتجنن واكتب غلاف ورقة الاجابه (اوعا تفتح الورقه ارجوكارجوك) واكتب الورقه بعدها ( برده فتحتها حيواااان ؟ ),1,اتجنن واكتب غلاف ورقة الاجابه اوعا تفتح الورقه ارجوكارجوك واكتب الورقه بعدها برده فتحتها حيواااان,"['اتجنن', 'واكتب', 'غلاف', 'ورقة', 'الاجابه', 'اوعا', 'تفتح', 'الورقه', 'ارجوكارجوك', 'واكتب', 'الورقه', 'بعدها', 'برده', 'فتحتها', 'حيوااان']"
4106,"""شبكة #تدمر الاخبارية ||تعرضت صفحة الشبكة فيسبوك لبلاغات كثيرة اضطرنا لتوقيفها ساعات وحل مشاكلهاوسنتابع اخبارنا #تويتر""",-1,شبكة تدمر الاخبارية تعرضت صفحة الشبكة فيسبوك لبلاغات كثيرة اضطرنا لتوقيفها ساعات وحل مشاكلهاوسنتابع اخبارنا تويتر,"['شبكة', 'تدمر', 'الاخبارية', 'تعرضت', 'صفحة', 'الشبكة', 'فيسبوك', 'لبلاغات', 'كثيرة', 'اضطرنا', 'لتوقيفها', 'ساعات', 'وحل', 'مشاكلهاوسنتابع', 'اخبارنا', 'تويتر']"
4107,"""RT @bassant_emam: #مصر_لن_تركععمو سيسي....أمي بتسلم وبتقولك واحدة واحدة وانت بتغرقنا😂😂😂🏃🏃🏃 https://t.co/qujqsisBfs""",-1,مصر لن تركععمو سيسي أمي بتسلم وبتقولك واحدة واحدة وانت بتغرقنا,"['مصر', 'لن', 'تركععمو', 'سيسي', 'أمي', 'بتسلم', 'وبتقولك', 'واحدة', 'واحدة', 'وانت', 'بتغرقنا']"
4108,"""@malak_alhusaini @foozroozeouiagh الحمدلله والشكر عشان ايفون""",1,الحمدلله والشكر عشان ايفون,"['الحمدلله', 'والشكر', 'عشان', 'ايفون']"
4109,أعفيك متابعتي لأنك إما تحفظ لسانك تحفظ حقي الاختلاف لكني سأدافع عنك دوماً ظُلمت شكرًا,1,أعفيك متابعتي لأنك إما تحفظ لسانك تحفظ حقي الاختلاف لكني سأدافع عنك دوما لمت شكر,"['أعفيك', 'متابعتي', 'لأنك', 'إما', 'تحفظ', 'لسانك', 'تحفظ', 'حقي', 'الاختلاف', 'لكني', 'سأدافع', 'عنك', 'دوما', 'لمت', 'شكر']"
4110,"""RT @seraghhhh: @MansoOfficial @s_h_a_h_d وصلنا لاقتصاد اسوء سوريا والعراق حربانجاز ده مش انجاز متعلمين بتوع المدا…""",-1,وصلنا لاقتصاد اسوء سوريا والعراق حربانجاز ده مش انجاز متعلمين بتوع المدا,"['وصلنا', 'لاقتصاد', 'اسوء', 'سوريا', 'والعراق', 'حربانجاز', 'ده', 'مش', 'انجاز', 'متعلمين', 'بتوع', 'المدا']"
4111,"""على يبدو.. المنازل ستصبح ذكية الأخرى! وهذا تقدمه #غوغل لتحصل الميزة الحديثةhttps://t.co/HSdkhfQABuL#أخبار#تكنولوجيا""",1,على يبدو المنازل ستصبح ذكية الأخرى وهذا تقدمه غوغل لتحصل الميزة الحديثة,"['على', 'يبدو', 'المنازل', 'ستصبح', 'ذكية', 'الأخرى', 'وهذا', 'تقدمه', 'غوغل', 'لتحصل', 'الميزة', 'الحديثة']"
4112,"""RT @mujtahedalsiasi: سيسي هوا انته مش مواطن مصري دي مصر حاجه كبيره خصاره زيك تفهمني باللغه العربيه الفصحى فحاولت ل…""",-1,سيسي هوا انته مش مواطن مصري دي مصر حاجه كبيره خصاره زيك تفهمني باللغه العربيه الفصحى فحاولت,"['سيسي', 'هوا', 'انته', 'مش', 'مواطن', 'مصري', 'دي', 'مصر', 'حاجه', 'كبيره', 'خصاره', 'زيك', 'تفهمني', 'باللغه', 'العربيه', 'الفصحى', 'فحاولت']"
4113,"""RT @nnnrt1: #عاشورا_للصيام_وليس_للبدع اعرف ناس رمضان ماتصومو وداخله هناتتريق عالمذاهب والعقائد انتم؟ ترا كلنا تحت رحمت الله شئتم أبي…""",1,عاشورا للصيام وليس للبدع اعرف ناس رمضان ماتصومو وداخله هناتتريق عالمذاهب والعقائد انتم ترا كلنا تحت رحمت الله شئتم أبي,"['عاشورا', 'للصيام', 'وليس', 'للبدع', 'اعرف', 'ناس', 'رمضان', 'ماتصومو', 'وداخله', 'هناتتريق', 'عالمذاهب', 'والعقائد', 'انتم', 'ترا', 'كلنا', 'تحت', 'رحمت', 'الله', 'شئتم', 'أبي']"
4114,"""ﻫﻞ ﺗﻌﻠﻢ :-ﺃﻥ ﺷﺮﺏ الحليب ﻳﻮﻣﻴﺎً ﻳﺴﺎﻋﺪﻙ ﻋﻠﻰ ﺍﻟﺘﺨﻠﺺ ﻣﻦ الحليب ﺍﻟﻤﻮﺟﻮﺩ ﻓﻲ ﺍﻟﺒﻴﺖ ؟-ﺃﻥ ﺍﺳﻢ ﺑﺎﺭﺍﻙ ﺃﻭﺑﺎﻣﺎ ﺍﺫﺍ ﻋﻜﺴﺘﻪ... https://t.co/eBSwegyxpz""",1,الحليب الحليب,"['الحليب', 'الحليب']"
4115,"""لو تلاحظون نعى وفاة المقبور فيدل كاسترو يجدون الديكتاتورية ملاذهم ومأواهم #كاسترو""",-1,لو تلاحظون نعى وفاة المقبور فيدل كاسترو يجدون الديكتاتورية ملاذهم ومأواهم كاسترو,"['لو', 'تلاحظون', 'نعى', 'وفاة', 'المقبور', 'فيدل', 'كاسترو', 'يجدون', 'الديكتاتورية', 'ملاذهم', 'ومأواهم', 'كاسترو']"
4116,"يوسف الحسيني يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان """,-1,يوسف الحسيني يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان,"['يوسف', 'الحسيني', 'يفضح', 'كذب', 'قناة', 'الجزيرة', 'ويكشف', 'تمثيل', 'الاخوان']"
4117,"""منشن العنصريين افضحهم ... منشن دونالد ترامب ! https://t.co/NGQpemhbCr""",-1,منشن العنصريين افضحهم منشن دونالد ترامب,"['منشن', 'العنصريين', 'افضحهم', 'منشن', 'دونالد', 'ترامب']"
4118,#ولاد_البلد #المنصورة #مصراوي أهالي #المطرية يتضررون غرق #شارع #مدرسة النصر ورعاية الأمومة بمياه #الصرف_الصحي,1,ولاد البلد المنصورة مصراوي أهالي المطرية يتضررون غرق شارع مدرسة النصر ورعاية الأمومة بمياه الصرف الصحي,"['ولاد', 'البلد', 'المنصورة', 'مصراوي', 'أهالي', 'المطرية', 'يتضررون', 'غرق', 'شارع', 'مدرسة', 'النصر', 'ورعاية', 'الأمومة', 'بمياه', 'الصرف', 'الصحي']"
4119,استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية #السادة_المحترمون …,-1,استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية السادة المحترمون,"['استمرار', 'تطور', 'وتجديد', 'كوادر', 'التنظيم', 'المسلح', 'لجماعة', 'الإخوان', 'الإرهابية', 'السادة', 'المحترمون']"
4120,المحفوظة خزائن الخارج جانب قيادة النظام البائد وسندان الملفات المحفوظة واشنطن طيب واضح الثورة تكن,1,المحفوظة خزائن الخارج جانب قيادة النظام البائد وسندان الملفات المحفوظة واشنطن طيب واضح الثورة تكن,"['المحفوظة', 'خزائن', 'الخارج', 'جانب', 'قيادة', 'النظام', 'البائد', 'وسندان', 'الملفات', 'المحفوظة', 'واشنطن', 'طيب', 'واضح', 'الثورة', 'تكن']"
4121,"""بعد رفع إسمه قوائم الوصول دور ينتظر الفريق #أحمد_شفيق ؟#مصر https://t.co/VpEPtu6w6Z""",1,بعد رفع إسمه قوائم الوصول دور ينتظر الفريق أحمد شفيق مصر,"['بعد', 'رفع', 'إسمه', 'قوائم', 'الوصول', 'دور', 'ينتظر', 'الفريق', 'أحمد', 'شفيق', 'مصر']"
4122,غوغل تتحكم بيوت الناس https://t.co/JyHGY1ZQBh,1,غوغل تتحكم بيوت الناس,"['غوغل', 'تتحكم', 'بيوت', 'الناس']"
4123,"""RT @amer_alkubaisi: أوباما يكتب أخباره باسمه المجرد، وبعض السياسيين العراقيين يكتبون : المكتب الإعلامي للنائب !!!""",1,أوباما يكتب أخباره باسمه المجرد وبعض السياسيين العراقيين يكتبون المكتب الإعلامي للنائب,"['أوباما', 'يكتب', 'أخباره', 'باسمه', 'المجرد', 'وبعض', 'السياسيين', 'العراقيين', 'يكتبون', 'المكتب', 'الإعلامي', 'للنائب']"
4124,"""وكأن الله يهون علينا مصايبنا ربك كريم #بنغازي ❤️صيبا نافعا يارب ☔️""",1,وكأن الله يهون علينا مصايبنا ربك كريم بنغازي صيبا نافعا يارب,"['وكأن', 'الله', 'يهون', 'علينا', 'مصايبنا', 'ربك', 'كريم', 'بنغازي', 'صيبا', 'نافعا', 'يارب']"
4125,"""كوبلر يقترح اختيار رئيس جديد للحكومة الليبية https://t.co/EhAkhIDLeMT #ليبيا #Libya""",1,كوبلر يقترح اختيار رئيس جديد للحكومة الليبية ليبيا,"['كوبلر', 'يقترح', 'اختيار', 'رئيس', 'جديد', 'للحكومة', 'الليبية', 'ليبيا']"
4126,باقي اقنعته يشوف هاري بوتر؟ https://t.co/HHcTOWnkhdi,1,باقي اقنعته يشوف هاري بوتر,"['باقي', 'اقنعته', 'يشوف', 'هاري', 'بوتر']"
4127,"""@muhmad_ez يحل الاسلام 🎶📣""",-1,يحل الاسلام,"['يحل', 'الاسلام']"
4128,"""مساعد جوجل الذكي يتوفر أندرويد h.1 https://t.co/amOpxudUaA #أخبار #تقنية #Tech https://t.co/TOAPGXSUPo""",1,مساعد جوجل الذكي يتوفر أندرويد أخبار تقنية,"['مساعد', 'جوجل', 'الذكي', 'يتوفر', 'أندرويد', 'أخبار', 'تقنية']"
